"WinAge"	"NumOTUs"	"aveStrength"	"stdDev"	"stdError"	"ConfInterv"	"Gender"
69.6	300	60.0295208506983	31.1306776820106	1.79733051397643	3.53702004357126	"male"
69.8	300	61.1211797995276	31.6213847108845	1.82566149749779	3.59277342659676	"male"
70.1	300	59.159934433556	30.5532948553939	1.76399530093917	3.47141868881061	"male"
70.4	300	59.6275301648916	29.8061297439605	1.72085770311765	3.38652693020542	"male"
70.7	300	59.4298201066425	29.3464218476029	1.69431645534658	3.33429562126272	"male"
71	300	60.1295785447458	29.5660120910812	1.70699450396495	3.35924512928466	"male"
71.2	300	57.8891762888358	29.4690418998003	1.70139592736101	3.34822752428123	"male"
71.5	300	57.0091897190549	29.7869951507923	1.719752966866	3.38435288695931	"male"
71.8	300	54.5742871254591	29.754418033455	1.71787212611959	3.38065152465167	"male"
72.1	300	51.3737053944432	28.3747714128891	1.63821819134256	3.22389818314612	"male"
72.3	300	51.0659226490938	28.0891558365939	1.62172816835668	3.19144697766864	"male"
72.5	300	49.9215956905173	28.1624697748255	1.62596095055402	3.19977679533747	"male"
72.7	300	50.5036932015895	28.0945369594199	1.6220388476279	3.19205837262403	"male"
72.9	300	50.6245622217899	29.6175837637641	1.70997199587555	3.36510462395494	"male"
73.1	300	51.0715874873196	30.6624251510801	1.77029594149829	3.48381790630102	"male"
73.4	300	55.4962803260036	31.6427838666075	1.8268969783295	3.59520476598105	"male"
73.7	300	57.1133572079229	31.4622778750257	1.81647546004649	3.57469595095519	"male"
74.1	300	57.4277657352524	32.367276246693	1.86872556539632	3.67752048348494	"male"
74.7	300	58.0356458671721	32.2436991625932	1.86159083911925	3.66347984396363	"male"
75.4	300	61.4493325111863	31.3334215098277	1.8090359343331	3.56005548758004	"male"
76.1	300	60.4287562980693	31.5079962188037	1.8191150098552	3.57989039933674	"male"
76.8	300	61.8659103681837	31.711069702139	1.83083946288209	3.60296329830193	"male"
77.4	300	64.0724121354172	31.850013560402	1.83886139027913	3.61874988722965	"male"
78	300	63.9239016135198	30.2895307467158	1.74876687302438	3.44145021370388	"male"
78.6	300	63.2837046391873	30.1742070280349	1.74210865502194	3.42834730895377	"male"
79.2	300	61.0739537108271	29.8826529412548	1.72527577197336	3.39522137898656	"male"
79.8	300	61.9300718010956	29.0120546183673	1.67501175436585	3.29630532745029	"male"
80.2	300	58.9446046561377	27.8173051678308	1.60603286267771	3.16055971995793	"male"
80.4	300	59.249559414003	28.6797215300527	1.65582449456594	3.25854614962198	"male"
80.5	300	57.872816788887	29.1746867997082	1.68440132773346	3.31478334746028	"male"
80.7	300	57.4455473307016	29.145692263038	1.6827273273783	3.31148903249533	"male"
80.9	300	61.1032660055964	30.8237831206167	1.77961194821307	3.50215115231225	"male"
81.1	300	58.9345682121182	29.6132061081372	1.70971925181009	3.36460724140983	"male"
81.3	300	60.0483649573775	30.5893676349899	1.76607796384018	3.47551722292419	"male"
81.5	300	59.3927741388086	31.0138299361741	1.79058430622514	3.52374398118382	"male"
24.7	300	47.6045184204608	28.0605967334139	1.62007930776581	3.1882021359917	"female"
25.7	300	46.4622976330973	27.738773906471	1.60149885818912	3.15163711800516	"female"
27	300	42.4916801596383	26.9679830200121	1.55699722561052	3.06406103493188	"female"
28.2	300	42.0033344346302	27.4389107280174	1.5841862495091	3.11756712173482	"female"
29.6	300	46.1083079790521	29.2484514004534	1.68866012894314	3.32316436871547	"female"
31.1	300	47.2818088074541	28.8951370802616	1.66826151715602	3.28302133537183	"female"
32.5	300	51.9495411455454	28.266810910885	1.63198508885317	3.21163187582692	"female"
34	300	52.2188124412654	27.8919479620177	1.61034236640939	3.16904052021047	"female"
35.4	300	56.3320292142634	28.1223644209232	1.62364546686687	3.1952200862913	"female"
36.5	300	58.0412260807346	28.3001935843417	1.63391243840382	3.21542476419031	"female"
37.6	300	58.5024516775972	28.705683502676	1.65732340975422	3.2614959092924	"female"
38.7	300	61.0554170916317	28.7692044376526	1.66099079264501	3.26871306089101	"female"
39.5	300	61.3435938395438	30.0155046025296	1.73294596621329	3.41031578179881	"female"
40.3	300	60.0501211938432	30.1449136173557	1.74041739916784	3.42501903638049	"female"
41	300	57.7224942796133	29.8453936318645	1.72312460474273	3.39098803317027	"female"
41.5	300	58.1493740146927	29.1859869567214	1.6850537426028	3.31606725403819	"female"
42	300	53.4158784207902	29.7180172943871	1.71577052846964	3.37651572828388	"female"
42.5	300	52.7393509362426	29.8375988163567	1.72267457085956	3.39010239813949	"female"
43	300	49.2210672944329	29.2728033940567	1.69006609194936	3.32593120502902	"female"
43.7	300	49.6809962517526	29.8872846466972	1.72554318361176	3.39574762628361	"female"
44.4	300	53.0109700592295	29.1442730597755	1.68264538963973	3.3113277847886	"female"
45	300	51.3874562552644	28.8836229816224	1.66759675036113	3.28171312107317	"female"
45.7	300	50.0551462559707	29.0258550273544	1.67580852135021	3.29787330883815	"female"
46.3	300	54.9922362753519	30.3181094608881	1.75041686585643	3.4446972835518	"female"
46.8	300	51.1503331458967	29.6967452900788	1.71454238872827	3.37409883564909	"female"
47.5	300	51.9827996148391	29.8064425881753	1.72087576518681	3.38656247508722	"female"
48.2	300	55.6764670387668	30.542929876758	1.76339687861861	3.47024103577136	"female"
48.8	300	56.0630253640283	30.0593528894728	1.73547754824031	3.41529775717944	"female"
49.5	300	52.5046642810631	30.0188958803882	1.73314176173175	3.41070109360865	"female"
50	300	50.5571923560558	29.2691191722744	1.68985338330559	3.32551260937806	"female"
50.4	300	48.4873320104571	28.815930316206	1.66368851250111	3.27402198383466	"female"
50.9	300	48.9234307596311	28.5341251708633	1.64741848484884	3.24200371370125	"female"
51.4	300	52.9888372124653	29.1222570485879	1.68137429464117	3.30882635922872	"female"
51.9	300	50.6932536206687	27.7567498831061	1.60253670168404	3.15367952101066	"female"
52.5	300	52.8787426232961	27.8058857963998	1.60537356496074	3.15926226841997	"female"
52.9	300	54.654011162174	28.4699702860296	1.64371450084599	3.23471453368828	"female"
53.4	300	52.2338704373736	28.0688726189996	1.62055711624287	3.18914242946985	"female"
53.9	300	54.6130816572335	27.929192698111	1.61249269225033	3.17327221023101	"female"
54.4	300	56.7081005748706	27.321348888759	1.57739881355487	3.10420992514361	"female"
55	300	58.0390077358553	28.1972129647082	1.62796684955715	3.20372426349887	"female"
55.8	300	58.7974844440354	27.7907283743822	1.60449845079253	3.15754010528453	"female"
56.5	300	59.0453563563169	28.1257958588601	1.62384358102853	3.19560996102789	"female"
57.1	300	59.5568783357586	29.6707501799948	1.71304156034781	3.37114531095101	"female"
57.7	300	61.782344512562	30.9888427686384	1.78914167143484	3.52090497737836	"female"
58.3	300	62.6542674963638	31.10426116365	1.79580535557777	3.53401863910852	"female"
58.9	300	63.0111614700322	30.7623926784505	1.77606756938204	3.49517606405226	"female"
59.4	300	65.9028962284289	30.9373349102892	1.78616786384651	3.51505273319519	"female"
59.9	300	65.1001598489665	32.3823179459111	1.86959399830558	3.67922949837267	"female"
60.4	300	64.8199834354549	31.3561349935566	1.81034729792761	3.56263615890462	"female"
60.8	300	63.8434027191005	31.5093247734711	1.81919171399469	3.58004134768857	"female"
61.1	300	63.6475068923074	31.7778608007445	1.83469564875803	3.61055200089661	"female"
61.5	300	64.4283206273541	32.3064161596405	1.86521180663205	3.67060565336279	"female"
61.9	300	60.7560048081244	31.341627150418	1.80950968721347	3.56098779992913	"female"
62.3	300	57.4072275108833	29.9525282327705	1.72931002380999	3.40316050286834	"female"
62.7	300	58.1375138485669	29.2418318929656	1.68827795150015	3.32241227038656	"female"
63.1	300	59.4301581261852	28.6898724648672	1.65641055906071	3.25969948332923	"female"
63.5	300	56.79336284043	28.0841804046159	1.6214409116575	3.19088167668768	"female"
63.9	300	59.8758173876098	28.5246323600096	1.64687041715866	3.24092515503309	"female"
64.2	300	60.6546936674892	29.1738579356441	1.6843534732444	3.31468917319147	"female"
64.5	300	62.5772427185593	28.9745397473738	1.67284583227918	3.29204294511505	"female"
64.8	300	63.9800808677001	30.3689413189553	1.75335164455028	3.45047272161558	"female"
65	300	62.2640925522044	30.2236843517822	1.74496522964037	3.43396884689728	"female"
65.2	300	62.0172869286266	29.6417589521459	1.71136775102754	3.36785137192929	"female"
65.5	300	61.7365758316195	30.9924241627384	1.78934844331961	3.52131188990513	"female"
65.7	300	61.8332651897821	31.5014684019088	1.81873812617105	3.57914871875292	"female"
66	300	60.9785785255826	31.5710720539847	1.82275669489731	3.5870569793765	"female"
66.3	300	61.7399882432012	32.0138322742406	1.84831946813243	3.63736271924949	"female"
66.6	300	58.2232267947871	30.0975318201741	1.73768180983208	3.41963558896429	"female"
66.9	300	56.9516598060539	30.1147830156209	1.73867780806559	3.42159564343834	"female"
67.3	300	56.6352501799699	29.6739260450777	1.71322491900387	3.37150614789034	"female"
67.7	300	57.3407269300103	29.3119802734263	1.69232797013437	3.33038242221711	"female"
68.1	300	57.5150850516716	29.5549211308677	1.70635416707846	3.35798499132754	"female"
68.5	300	59.8248550404884	29.798754597141	1.72043189881749	3.38568897728993	"female"
68.8	300	58.129399704045	29.8258468814519	1.72199607258148	3.38876716124765	"female"
69.1	300	57.465231252553	29.2346770488559	1.68786486638287	3.32159934792842	"female"
69.3	300	55.8972648990458	27.9186462938719	1.61188379531769	3.17207394389186	"female"
69.6	300	53.3567529973065	27.5149324777132	1.58857536727421	3.12620459680581	"female"
69.9	300	55.1896209598809	26.7032379468059	1.5417121616823	3.03398110413397	"female"
70.2	300	57.9330242318388	27.3741800179137	1.58044902021877	3.11021251733429	"female"
70.4	300	57.556595342191	26.9125398203893	1.55379621098783	3.05776166328477	"female"
70.5	300	57.2913437286745	27.444825525095	1.58452774047759	3.11823915194344	"female"
70.6	300	60.0103385041614	27.3344549141581	1.57815549028409	3.10569901172893	"female"
70.8	300	58.5714841050934	28.2076897244923	1.62857172556531	3.20491461694144	"female"
71.1	300	59.1135962213178	28.5681156423246	1.64938092563365	3.24586565914545	"female"
71.4	300	58.9447482984376	29.2372182040147	1.68801158004437	3.32188807009574	"female"
71.8	300	59.8917287663281	29.7968478195513	1.72032181096202	3.38547233213295	"female"
72.2	300	60.5617162719745	30.7136146042039	1.77325136595236	3.48963397376887	"female"
72.6	300	64.1982361829811	30.7824082913943	1.77722317133414	3.49745020741944	"female"
73	300	64.431288204203	30.8103078448736	1.7788339528053	3.50062011206691	"female"
73.5	300	65.1884683118707	30.4230598908788	1.7564761817571	3.45662159108697	"female"
74	300	63.5748769388569	31.5906722047247	1.8238883101279	3.58928391856275	"female"
74.6	300	64.7567897737333	30.8022858319787	1.77837080167487	3.49970866321608	"female"
75.2	300	65.5261739992512	30.2513643886731	1.74656333731538	3.4371138104053	"female"
75.9	300	66.1184369436162	30.8785632034569	1.78277467777047	3.5083751816435	"female"
76.6	300	64.7594432145089	30.8291861199846	1.77992389052702	3.50276503284692	"female"
77.3	300	64.12752925387	30.7717076281144	1.77660536825163	3.49623441440372	"female"
77.9	300	65.444260032599	30.2983385612583	1.74927539243409	3.44245094413754	"female"
78.5	300	62.5094390973174	30.70279352592	1.77262661070634	3.48840449938433	"female"
79.1	300	61.1232739552831	30.2456306921531	1.74623230219246	3.43646235656539	"female"
79.6	300	62.0081704100724	30.0201769480608	1.73321572420831	3.41084664656067	"female"
80.2	300	59.2012813227576	29.4982201270585	1.70308053309721	3.35154270989017	"female"
80.7	300	55.3515951481534	29.5832666682201	1.70799069744054	3.3612055679814	"female"
81.1	300	53.5569637166736	29.6406351185511	1.71130286646469	3.367723683673	"female"
